Country,Region,Gender,Ageyears,Handed,Height,Foot_Length,Arm_Span,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_enery,Importance_owning_computer,Importance_Internet_access,
"USA","CA","F","16","R","167","23","165","1","Car","7","0.317","36","Golf","600","600","600","800","900","1000",
"USA","IL","M","12","R","160","24","208","1","Walk","8","0","48","Lacrosse","856","455","230","610","433","813",
"NZ","Auckland","F","12","R","157","23","149","1","Walk","15","0.387","0","Netball","750","","750","","","",
"OZ","South OZ","M","12","R","151","24","150","1","Cycle","3","0.26","67","Cycling","515","509","468","456","657","740",
"USA","SC","F","15","R","167","23","166","1","Car","15","0.706","40","Football/Soccer","500","500","600","600","800","1000",
"USA","WI","M","12","R","160","23","158","1","Car","10","0.336","40","Football (American)","1000","981","557","1000","501","",
"NZ","Canterbury","F","14","R","149","22","156","1","Bus","45","0","0","Netball","500","","500","","","",
"CA","Alberta","F","11","R","166","26","140","1","Walk","15","0.633","38","Martial Arts","1000","21","1000","21","1000","1000",
"OZ","Tasmania","F","15","B","160","22","162","1","Bus","90","0.35","46","Skateboarding/Rollerblading","563","161","367","143","521","545",
"NZ","Auckland","M","14","B","183","34","186","3","Walk","15","0.452","0","Martial Arts","0","","0","","","",
"UK","North West","F","14","R","165","26","168","3","Bus","20","0.39","41","Dancing","949","752","798","816","313","284",
"UK","East Midlands","M","12","R","174","26","174","2","Walk","45","0.36","63","Tennis","743","640","931","745","0","353",
"USA","OH","F","12","R","148","21","144","1","Bus","13","0.391","42","Gymnastics","501","502","0","","1000","1000",
"CA","British Columbia","F","11","R","132","20","131","1","Bus","15","0.406","36","Hockey (Ice)","497","374","535","695","840","503",
"OZ","Tasmania","M","17","R","170","28","170","3","Walk","20","0.43","33","Basketball","905","651","492","1000","1000","1000",
"OZ","Queensland","F","16","R","176","26","172","1","Car","15","0.32","38","None","563","350","509","509","686","1000",
"CA","Ontario","F","14","L","173","21","169","2","Car","5","1.109","38","Swimming","316","492","390","289","1000","1000",
"OZ","New South Wales","F","11","R","144","23","144","1","Car","5","0.37","25","Dancing","1000","1000","1000","1000","628","634",
"OZ","South OZ","F","13","R","147","23","139","1","Bus","10","0.31","0","Football/Soccer","533","557","574","568","78","84",
"OZ","New South Wales","M","10","R","140","22","138","2","Cycle","12","0.32","69","Rugby League","1000","1000","1000","356","285","332",
"NZ","Auckland","F","13","R","157","22","157","2","Car","5","0","0","Table Tennis","500","","750","","","",
"USA","SC","F","17","L","159","27","157","1","Car","5","0","35","Other","500","500","1000","400","10","900",
"OZ","New South Wales","F","12","L","156","23","154","1","Bus","30","0.58","64","Dancing","587","647","761","713","312","318",
"USA","NE","M","15","R","160","24","152","1","Car","10","0.39","51","Baseball/Softball","134","401","401","203","610","775",
"UK","West Midlands","F","12","L","148","22","144","2","Bus","16","0.42","29","Other activities/sports","639","931","500","316","278","567",
"OZ","Northern Territories","M","11","R","159","24","147","1","Cycle","2","0.31","39","Cycling","397","427","616","350","716","498",
"UK","London","M","13","L","145","21","146","3","Car","20","0.45","42","Football/Soccer","611","503","318","494","255","275",
"USA","SC","F","16","R","171","29","182","2","Car","5","0.539","42","Football/Soccer","80","90","90","90","100","100",
"NZ","Northland","M","14","R","152","22","152","2","Walk","15","0","0","Football/Soccer","250","","250","","","",
"OZ","Tasmania","F","12","R","161","22","157","1","Bus","80","0.37","43","Other activities/sports","716","586","586","669","143","285",
"CA","Ontario","M","14","R","171","29","175","1","Car","2","0.374","61","Hockey (Ice)","770","561","422","882","690","818",
"UK","North West","M","14","R","170","25","175","2","Bus","25","0.55","51","Martial Arts","1000","1000","1000","1000","1000","1000",
"UK","West Midlands","F","13","R","161","25","165","1","Walk","15","0.56","101","Football/Soccer","606","699","606","500","1000","875",
"USA","CA","F","17","R","168","24","162","2","Car","10","0.581","47","Walking/Hiking","750","750","800","799","950","1000",
"CA","British Columbia","M","13","R","168","28","160","1","Cycle","21","0.296","37","Football/Soccer","684","684","492","840","396","305",
"NZ","Auckland","M","9","R","137","20","132","2","Car","5","0.465","0","Football/Soccer","750","","750","","","",
"USA","MI","F","17","R","168","27","170","1","Car","3","0.451","32","Other","500","100","100","200","300","600",
"UK","South","M","13","R","170","25","146","2","Car","6","0.75","57","Rugby Union","500","409","387","430","328","337",
"OZ","Queensland","M","13","L","160","21","162","1","Bus","30","0.35","31","Football/Soccer","574","167","651","356","557","421",
"OZ","New South Wales","F","13","R","165","18","130","1","Bus","30","0.32","29","Athletics","332","947","1000","1000","1000","1000",
"OZ","OZn Capitol Territory","F","12","R","150","24","150","1","Bus","16","0.34","45","Other activities/sports","1000","486","574","551","314","320",
"UK","North West","F","11","R","162","27","157","1","Walk","10","0.34","31","Swimming","0","0","0","0","1000","1000",
"OZ","Victoria","F","16","R","153","22","155","1","Bus","30","0.51","41","Basketball","66","344","740","226","338","302",
"OZ","Western OZ","F","11","R","158","28","164","2","Walk","10","0.34","77","Football/Soccer","551","805","568","521","456","1000",
"OZ","New South Wales","M","11","L","147","18","148","1","Bus","10","0.5","45","Dancing","409","817","1000","503","237","1000",
"UK","East","F","12","R","146","20","141","2","Walk","8","0.34","40","Dancing","955","954","917","679","564","595",
"OZ","New South Wales","M","14","R","171","26","168","1","Bus","33","0.39","53","Other activities/sports","1000","1000","1000","1000","438","285",
"CA","Saskatchewan","M","14","R","155","25","155","1","Bus","10","0.359","46","Basketball","1000","1000","1000","439","396","396",
"UK","East","F","14","L","160","30","90","1","Walk","30","0.35","39","Other activities/sports","707","626","460","601","439","448",
"OZ","South OZ","M","13","R","177","27","174","2","Car","25","0.37","41","Basketball","267","261","450","119","1000","1000",
"USA","CO","M","17","","186","26","192","2","Car","10","0.25","45","None","100","100","1000","700","850","1000",
"OZ","Western OZ","F","15","R","167","21","165","1","Walk","1","0.39","36","Netball","503","326","622","728","793","769",
"OZ","New South Wales","M","14","R","183","28","180","1","Bus","40","0.31","46","Football/Soccer","1000","202","1000","373","1000","1000",
"CA","Ontario","F","14","R","148","25","146","4","Car","10","0.483","51","Basketball","1000","866","936","1000","647","840",
"OZ","New South Wales","F","11","R","144","23","143","2","Car","7","0.5","32","Tennis","1000","1000","1000","1000","628","781",
"OZ","Queensland","M","15","R","182","27","184","1","Walk","7","0.25","35","Football/Soccer","373","433","326","220","474","450",
"CA","Ontario","F","11","R","150","22","149","3","Bus","3","0.547","41","Cycling","727","893","583","406","845","497",
"USA","NE","M","15","R","187","27","177","2","Car","10","0.357","65","Football/Soccer","600","990","500","990","999","999",
"OZ","Victoria","F","12","R","163","23","169","1","Car","13","0.12","36","Bowling","385","314","823","598","539","616",
"OZ","Victoria","M","6","L","147","24","147","2","Car","7","0.48","52","Basketball","486","1000","1000","1000","","",
"USA","VA","F","17","R","157","22","123","1","Car","10","0.423","44","Baseball/Softball","1","4","3","2","6","5",
"NZ","Gisborne","F","14","R","150","20","150","3","Bus","15","0.359","0","Cycling","1000","","1000","","","",
"CA","British Columbia","F","10","R","122","21","125","2","Car","3","0.361","29","Skateboarding/Rollerblading","578","658","615","861","471","471",
"CA","Alberta","F","12","R","158","23","152","1","Walk","15","0.36","81","Skateboarding/Rollerblading","615","476","840","561","1000","1000",
"NZ","Auckland","M","13","R","159","23","157","2","Car","15","0.5","0","Other activities/sports","750","","250","","","",
"NZ","Manawatu-Wanganui","F","11","R","146","22","146","1","Bus","15","0.563","0","Hockey (Field)","1000","","750","","","",
"NZ","Manawatu-Wanganui","M","9","L","139","20","138","1","Car","5","0.438","0","Hockey (Field)","750","","1000","","","",
"CA","Ontario","M","18","R","182","26","190","2","Walk","7","0.25","41","Cycling","1000","802","524","529","674","840",
"USA","PA","F","17","R","165","23","167","1","Car","20","0.442","44","Cycling","337","492","561","390","930","1000",
"UK","South West","M","14","R","181","29","186","3","Bus","7","0.36","37","Rugby Union","500","500","500","500","1000","1000",
"USA","CO","M","17","R","182","25","182","1","Car","5","0.248","39","Baseball/Softball","508","508","460","358","278","267",
"NZ","Auckland","F","9","R","140","21","135","1","Car","15","0.514","0","Swimming","1000","","750","","","",
"CA","Quebec","F","15","R","165","23","163","1","Bus","25","0.344","29","Other activities/sports","1000","1000","1000","813","16","337",
"USA","KS","F","17","R","152","24","130","2","Car","5","0.324","36","Dancing","800","800","200","200","200","1000",
"USA","CO","F","17","R","158","25","150","1","Car","20","0.331","41","Other","642","642","781","775","866","888",
"USA","IN","M","17","R","185","23","182","1","Bus","20","0.35","48","None","310","150","225","","1000","781",
"OZ","Western OZ","M","13","R","160","21","150","1","Walk","10","0.29","41","Cycling","509","486","805","805","172","486",
"CA","Ontario","F","11","R","149","27","166","2","Bus","5","0.328","53","Dancing","829","963","1000","1000","1000","1000",
"NZ","Auckland","M","14","R","159","24","160","1","Bus","45","0.437","0","Rugby Union","500","","500","","","",
"OZ","Tasmania","F","8","R","152","24","150","2","Bus","40","0.34","49","Other activities/sports","362","433","740","113","13","",
"OZ","New South Wales","M","14","R","175","29","186","1","Car","9","0.24","38","Football/Soccer","25","25","54","43","509","616",
"USA","NY","F","14","R","161","24","161","2","Car","5","0.748","34","Hockey (Field)","529","765","1000","1000","32","32",
"UK","West Midlands","F","12","L","145","23","150","2","Walk","5","1.78","47","Other activities/sports","500","500","500","500","500","500",
"CA","Ontario","M","12","R","161","27","155","2","Car","4","0.249","40","Bowling","1000","1000","460","21","1000","1000",
"OZ","New South Wales","M","12","R","146","23","149","3","Bus","30","0.37","33","Other activities/sports","858","1000","1000","823","622","1000",
"CA","Nova Scotia","F","18","R","154","25","152","1","Car","10","0.391","40","Basketball","299","294","310","299","1000","1000",
"OZ","New South Wales","F","13","R","159","23","156","1","Rail","30","0.35","52","Tennis","604","498","610","622","503","557",
"OZ","Western OZ","F","14","R","155","22","148","1","Bus","60","0.53","37","Netball","994","474","1000","1000","332","622",
"USA","WA","M","16","L","180","29","190","1","Car","10","0.344","38","Walking/Hiking","499","500","1000","650","500","600",
"OZ","South OZ","M","13","R","162","28","161","1","Car","45","0.34","58","Basketball","563","1000","509","539","769","1000",
"UK","North West","M","14","R","177","27","185","2","Bus","30","0.39","53","Rugby Union","349","342","336","330","725","705",
"CA","Quebec","F","14","R","169","25","168","2","Bus","23","0.281","30","Football/Soccer","722","717","471","529","984","984",
"UK","London","M","16","R","170","28","167","3","Bus","5","0.31","34","Football/Soccer","0","0","500","500","1000","1000",
"USA","CA","F","17","R","152","23","152","2","Car","15","0.371","26","Football/Soccer","521","537","608","720","353","770",
"CA","British Columbia","F","11","R","150","25","144","1","Car","5","0.512","80","Swimming","866","840","845","471","396","299",
"OZ","Victoria","M","14","R","152","24","165","1","Bus","20","0.37","26","Tennis","1000","982","1000","1000","","",
"UK","Home Counties","F","13","R","176","21","141","2","Walk","15","0.29","35","Dancing","573","645","595","550","813","800",
"CA","Ontario","M","14","R","150","23","153","1","Walk","12","0.341","42","Football/Soccer","487","219","171","786","289","348",
"NZ","Waikato","M","9","R","147","21","143","1","Car","15","0.375","0","Rugby Union","1000","","500","","","",
"USA","CA","F","17","R","175","21","170","2","Car","15","0.731","48","Dancing","706","754","941","957","882","920",
"NZ","Auckland","F","12","R","165","21","147","1","Walk","5","0.405","0","Other activities/sports","1000","","750","","","",
"OZ","Victoria","M","12","L","155","24","156","1","Walk","20","0.35","46","Cricket","420","433","639","403","527","474",
"NZ","Auckland","M","12","B","163","27","169","2","Bus","15","0.376","0","Other activities/sports","750","","250","","","",
"USA","AZ","M","16","R","186","27","188","1","Cycle","20","0.281","31","Running/Jogging","300","350","500","","700","700",
"USA","GU","M","17","R","165","25","169","1","Bus","10","0.47","74","Basketball","1000","1000","1000","1000","1000","1000",
"USA","MI","M","17","R","174","27","174","2","Boat","2","0.296","46","Tennis","1000","1000","1000","1000","1000","1000",
"USA","DC","M","16","R","187","12","229","1","Bus","20","0.703","89","Bowling","500","900","850","","1000","900",
"NZ","Auckland","M","13","R","161","25","165","2","Bus","25","0.35","0","Other activities/sports","500","","500","","","",
"OZ","New South Wales","M","14","R","171","26","180","1","Car","9","0.28","29","Rugby League","273","285","308","291","1000","1000",
"OZ","Queensland","M","15","R","177","26","181","5","Walk","10","0.28","35","Tennis","527","521","515","527","486","486",
"UK","South West","F","12","R","163","26","138","1","Bus","15","0.56","48","Bowling","613","708","710","839","0","0",
"OZ","New South Wales","M","9","L","157","22","145","1","Walk","15","0.31","36","Rugby League","119","243","409","338","421","367",
"USA","SC","M","17","R","178","28","190","1","Bus","10","0.219","48","Swimming","563","503","543","","763","802",
"CA","Ontario","F","13","R","186","28","158","4","Walk","1","0.391","48","Basketball","299","43","48","578","1000","1000",
"USA","NY","F","12","R","170","20","156","1","Car","3","0.754","29","Skateboarding/Rollerblading","600","400","300","400","200","1000",
"OZ","South OZ","M","14","R","171","25","173","1","Walk","6","0.35","27","Football/Soccer","273","568","634","385","634","634",
"OZ","New South Wales","F","13","R","142","21","139","2","Bus","60","0.29","38","Netball","261","367","356","456","454","533",
"NZ","Otago","F","13","R","159","21","159","4","Walk","25","0.375","0","Rugby Union","750","","750","","","",
"USA","NY","M","11","R","155","22","151","1","","25","0.281","25","Football (American)","1000","1000","332","","80","0",
"OZ","Tasmania","F","16","R","155","17","154","1","Walk","5","0.39","33","Martial Arts","1000","1000","1000","1000","1000","1000",
"USA","MI","M","17","L","174","27","181","2","Car","10","0.303","35","Martial Arts","800","400","500","750","900","900",
"CA","Ontario","F","13","R","161","23","160","1","Bus","10","0.48","51","Football/Soccer","840","850","856","872","882","888",
"CA","Ontario","M","14","R","172","26","168","1","Bus","10","0.33","66","Hockey (Ice)","385","396","219","155","80","53",
"CA","Ontario","M","12","B","150","23","153","2","Bus","30","0.328","54","Football/Soccer","818","540","738","642","75","198",
"USA","AZ","F","13","R","168","27","164","2","Car","5","0","31","Swimming","1000","1000","1000","1000","1000","1000",
"NZ","Auckland","F","13","R","155","23","150","1","Walk","45","0.728","0","Dancing","1000","","1000","","","",
"USA","NY","M","11","R","141","26","139","1","Bus","10","0.765","61","Baseball/Softball","600","200","400","0","800","1000",
"UK","North West","M","13","R","159","25","159","1","Walk","6","0.39","52","Football/Soccer","998","874","803","895","0","0",
"NZ","Auckland","F","14","B","160","23","129","1","Walk","25","0.375","0","Netball","1000","","750","","","",
"OZ","New South Wales","M","17","R","180","26","178","1","Bus","30","0.26","30","Cycling","1000","994","1000","249","474","1000",
"OZ","Western OZ","F","13","R","148","22","148","2","Car","5","0.37","34","Dancing","882","734","1000","1000","805","787",
"NZ","Hawkes Bay","F","11","R","158","25","155","2","Car","5","0.505","0","Other activities/sports","500","","500","","","",
"NZ","Auckland","M","15","L","186","25","175","1","Walk","15","1.501","0","Rugby League","0","","0","","","",
"OZ","New South Wales","F","11","R","142","20","137","2","Car","15","0.37","44","Dancing","509","509","965","551","521","610",
"UK","North West","M","11","R","152","25","156","2","Bus","50","1.01","27","Martial Arts","500","1000","1000","1000","1000","1000",
"USA","GA","M","16","R","183","28","182","3","Car","60","0.274","46","Basketball","1","1","0","","900","900",
"USA","CA","M","17","R","166","24","166","2","Car","5","0.243","57","Football (American)","740","740","850","","950","950",
"CA","Ontario","M","9","R","148","25","146","2","Walk","4","0.34","73","Football/Soccer","417","701","439","722","626","840",
"CA","Ontario","F","13","R","169","24","163","1","Car","5","0.562","42","Football/Soccer","1000","1000","1000","1000","904","909",
"UK","North West","F","12","R","156","20","146","1","Walk","5","0.45","51","Athletics","396","613","374","655","1000","1000",
"USA","NV","M","13","R","171","25","171","3","Walk","25","0","44","Football/Soccer","642","1000","1000","1000","187","1000",
"OZ","New South Wales","F","11","R","132","20","80","1","Car","7","0.41","45","Dancing","1000","1000","1000","1000","438","1000",
"CA","Ontario","F","12","R","181","20","155","1","Walk","15","0.157","52","Swimming","888","952","1000","882","529","695",
"CA","Quebec","M","14","R","171","27","187","4","Bus","35","0.516","43","Cycling","1000","1000","711","717","1000","1000",
"OZ","Queensland","F","12","R","144","20","159","2","Car","5","0.64","69","Other activities/sports","716","568","681","634","799","805",
"OZ","New South Wales","M","10","L","146","24","146","1","Car","8","0.33","60","Cricket","121","426","145","402","1000","886",
"CA","Ontario","F","12","R","153","23","160","3","Bus","20","0.329","29","Gymnastics","439","572","460","471","743","690",
"CA","Ontario","F","9","R","152","23","145","2","Bus","30","0.569","36","Basketball","588","1000","444","620","1000","1000",
"UK","North West","F","15","R","162","23","160","1","Bus","25","0.29","30","Tennis","122","82","1000","0","1000","991",
"CA","Ontario","M","13","R","155","26","155","1","Car","20","0.374","41","Hockey (Field)","1000","1000","1000","1000","1000","1000",
"OZ","Queensland","F","12","R","166","24","163","1","Car","3","0.42","40","Martial Arts","1000","775","823","846","137","492",
"CA","Alberta","M","9","R","138","21","136","6","Car","10","0.46","43","Dancing","1000","1000","1000","465","449","396",
"OZ","South OZ","F","13","R","172","23","172","1","Car","15","0.45","62","Netball","172","101","243","42","178","267",
"OZ","Queensland","F","19","R","155","21","149","1","Walk","2","0.59","32","Other activities/sports","1000","1000","1000","1000","1000","1000",
"OZ","South OZ","F","15","R","171","26","172","2","Walk","20","0.39","39","Other activities/sports","539","433","533","734","793","1000",
"CA","Ontario","M","17","R","181","20","191","1","Bus","2","0.265","40","Hockey (Ice)","289","235","471","246","663","701",
"OZ","New South Wales","F","12","R","142","20","142","1","Bus","15","0.32","36","Gymnastics","237","728","119","716","704","663",
"OZ","OZn Capitol Territory","M","10","R","163","25","156","2","Car","10","0.43","33","Cricket","900","888","852","812","1","1",
"USA","NY","M","12","R","156","25","143","1","Walk","4","0.699","55","Basketball","600","800","300","900","200","400",
"NZ","Waikato","F","13","R","167","24","169","1","Walk","15","0.422","0","Swimming","500","","250","","","",
"OZ","Queensland","F","12","R","158","22","168","1","Car","15","0.35","30","Gymnastics","427","78","1000","279","444","693",
"USA","MT","M","17","R","180","27","160","1","Car","6","0.341","31","Basketball","600","600","600","600","700","700",
"CA","Ontario","F","18","R","159","23","159","1","Bus","80","0.375","28","Athletics","1000","877","802","690","1000","1000",
"NZ","Wellington","F","12","R","159","23","157","1","Car","5","0.451","0","Tennis","1000","","750","","","",
"UK","East Midlands","F","12","R","164","22","172","3","Walk","15","0","108","Dancing","1000","1000","1000","988","1000","1000",
"USA","MI","F","17","R","162","20","160","1","Car","5","0.619","33","Baseball/Softball","500","500","1000","1000","800","900",
"OZ","Victoria","F","13","R","163","23","160","1","Bus","20","0.34","32","Netball","202","143","255","131","503","793",
"OZ","Victoria","M","9","R","148","23","148","1","Car","5","0.9","50","Bowling","598","746","314","716","155","190",
"USA","GU","M","14","R","163","26","168","1","Bus","20","0.34","0","Athletics","1000","1000","1000","1000","1000","1000",
"OZ","New South Wales","M","13","R","162","25","155","1","Car","10","0.32","41","Football/Soccer","521","521","509","258","1000","1000",
"CA","Ontario","F","12","L","153","23","154","2","Car","10","0.521","35","Tennis","840","791","818","743","920","1000",
"OZ","New South Wales","F","10","L","148","23","142","1","Bus","10","0.58","52","Football/Soccer","79","1000","306","109","55","450",
"OZ","Western OZ","M","10","R","155","23","153","4","Car","5","0.6","46","Football/Soccer","354","420","880","569","55","282",
"CA","Ontario","M","18","R","169","25","174","2","Car","5","0.437","39","Baseball/Softball","439","455","487","449","556","492",
"CA","Ontario","F","12","R","151","22","151","1","Walk","10","0.343","35","Swimming","1000","1000","1000","1000","406","406",
"OZ","South OZ","M","14","R","176","27","176","1","Car","10","0.29","45","Other activities/sports","149","149","155","155","1000","1000",
"USA","CA","M","17","R","171","30","180","1","Car","13","0.327","53","Basketball","1000","1000","1000","1000","750","750",
"OZ","Queensland","M","13","L","176","26","181","2","Walk","4","0.31","41","Rugby League","480","817","858","131","876","876",
"CA","Ontario","M","14","R","164","26","164","1","Car","3","0.381","35","Basketball","1000","845","1000","1000","540","540",
"UK","North West","M","14","R","158","26","157","2","Car","15","0.32","42","Football/Soccer","740","573","1000","600","1000","1000",
"CA","Quebec","F","15","R","163","24","158","2","Bus","90","0.76","77","Football/Soccer","1000","952","1000","1000","535","743",
"OZ","Victoria","F","10","B","183","20","144","1","Walk","3","0.32","31","Swimming","1000","1000","1000","1000","876","882",
"CA","New Brunswick","M","16","R","101","29","101","1","Bus","35","0.452","47","Skateboarding/Rollerblading","1000","1000","481","519","1000","1000",
"UK","South West","F","14","R","160","22","158","1","Car","25","0.33","29","Gymnastics","0","0","1000","1000","1000","1000",
"OZ","South OZ","M","14","R","161","27","155","1","Car","20","0.29","36","Football/Soccer","302","308","308","302","1000","1000",
"USA","SC","M","15","R","184","27","180","2","Car","7","0.887","51","Other","700","500","900","450","750","750",
"CA","Ontario","M","13","R","146","25","151","2","Car","2","0.962","40","Hockey (Ice)","1000","465","289","171","321","545",
"UK","Home Counties","F","13","R","180","27","178","3","Walk","40","1.12","40","Walking/Hiking","691","668","602","748","662","816",
"USA","TX","M","11","L","150","24","130","2","Car","6","0","68","Football/Soccer","1000","556","1000","845","209","246",
"CA","Ontario","M","18","R","169","23","169","1","Car","5","0.328","42","Rugby Union","1000","1000","422","460","754","920",
"OZ","New South Wales","F","12","R","145","20","145","1","Bus","20","0.37","60","Basketball","1000","1000","1000","1000","131","1",
"CA","New Brunswick","F","15","R","163","24","163","2","Car","4","0.391","47","Football/Soccer","1000","679","401","684","481","481",
"CA","British Columbia","F","14","R","158","24","159","1","Car","7","0.359","51","Dancing","791","722","717","775","273","283",
"OZ","Tasmania","F","13","R","155","22","147","1","Car","17","0.42","41","Swimming","850","838","1000","815","444","713",
"CA","Alberta","F","14","R","165","23","161","2","Car","20","0.422","25","Dancing","706","695","668","610","775","717",
"OZ","New South Wales","F","11","R","154","21","154","2","Walk","5","0.52","43","Dancing","174","803","898","342","1000","1000",
"OZ","Tasmania","M","12","R","156","22","145","1","Walk","15","0.37","46","Cricket","833","151","366","91","276","258",
"OZ","South OZ","F","14","R","170","26","170","1","Walk","8","0.35","39","Netball","805","799","1000","1000","1000","1000",
"CA","Ontario","F","13","R","152","24","148","1","Car","5","0.984","30","Basketball","203","209","663","465","834","861",
"USA","DC","M","11","R","147","23","158","1","Car","10","0","49","Basketball","500","500","999","","1000","",
"OZ","Victoria","M","11","R","153","25","151","2","Walk","2","0.42","67","Football/Soccer","255","48","54","54","834","101",
"CA","Alberta","F","13","R","157","24","152","2","Walk","5","0.912","48","Basketball","1000","123","1000","144","1000","1000",
"UK","East Midlands","F","12","R","161","24","166","2","Bus","50","0.01","32","Football/Soccer","1000","906","933","1000","662","662",
"CA","Ontario","F","12","L","146","26","140","1","Bus","20","0.531","56","Basketball","1000","727","733","738","1000","1000",
"OZ","New South Wales","F","16","R","170","10","166","1","Walk","15","0.4","40","Hockey (Field)","598","580","740","557","746","775",
"OZ","New South Wales","M","11","R","146","26","136","2","Walk","5","0.47","60","Golf","1000","1000","1000","1000","1000","665",
"OZ","New South Wales","F","10","R","140","22","140","2","Walk","8","0.49","47","Walking/Hiking","161","261","107","1","320","427",
"CA","Ontario","M","17","B","196","31","186","9","Board","13","0.329","43","Martial Arts","471","1000","257","487","230","299",
"OZ","Western OZ","M","11","R","120","25","120","1","Walk","10","0.39","38","Other activities/sports","1000","1000","1000","1000","","",
"CA","Ontario","M","14","R","189","27","195","1","Bus","60","0.312","27","Football/Soccer","32","27","604","1000","738","743",
"CA","Quebec","F","13","R","153","18","156","9","Bus","30","0.547","106","Baseball/Softball","519","267","1000","460","80","246",
"CA","Ontario","F","11","R","146","25","139","1","Walk","5","0.562","47","Basketball","16","16","16","53","936","1000",
"CA","Ontario","M","16","R","173","26","172","1","Car","8","0.312","45","Hockey (Ice)","412","422","316","588","775","791",
"NZ","Canterbury","M","15","R","178","21","168","2","Walk","5","0.297","0","Rugby Union","500","","0","","","",
"CA","Ontario","F","14","R","166","24","161","2","Walk","15","0.344","35","Other activities/sports","824","840","840","882","1000","1000",
"OZ","Tasmania","F","17","R","159","22","160","1","Walk","20","0.39","39","Swimming","1000","1000","1000","1000","273","438",
"OZ","New South Wales","M","11","R","134","22","139","2","Walk","20","0.4","51","Rugby Union","1000","1000","1000","1000","300","695",
"NZ","Manawatu-Wanganui","F","13","L","160","27","160","1","Bus","25","0.391","0","Netball","250","","0","","","",
"CA","Ontario","M","18","R","175","27","178","1","Car","5","0.291","63","Other activities/sports","492","690","615","449","840","872",
"NZ","Auckland","F","15","R","170","24","170","1","Walk","25","0.421","0","Netball","750","","500","","","",
"CA","Ontario","M","13","R","161","24","170","2","Walk","15","0.751","34","Hockey (Ice)","904","513","262","1000","75","32",
"OZ","South OZ","M","15","R","187","28","188","1","Car","13","0.29","40","Swimming","781","438","669","521","758","970",
"OZ","Victoria","F","14","R","164","26","167","1","Car","2","0.28","32","Walking/Hiking","953","947","521","1000","746","858",
"OZ","Victoria","M","13","R","171","26","171","3","Car","13","0.45","42","Swimming","1000","740","1000","1000","1000","1000",
"USA","VA","M","17","R","173","24","175","2","Car","14","0.355","51.7","Football/Soccer","1000","1000","1000","1000","711","888",
"USA","OH","F","16","R","168","24","172","1","Car","10","0.25","34","Tennis","1","4","6","2","5","3",
"CA","Ontario","M","12","R","148","23","145","2","Walk","10","0.34","34","Swimming","1000","717","727","1000","1000","1000",
"OZ","Western OZ","M","12","R","175","29","162","1","Car","2","1.59","49","Skateboarding/Rollerblading","498","101","498","811","492","586",
"CA","Ontario","M","16","R","154","29","185","1","Bus","60","0.297","27","Bowling","471","481","503","390","1000","1000",
"OZ","Victoria","F","11","L","138","20","136","2","Car","7","0.32","40","Netball","710","846","1000","900","232","232",
"UK","East Midlands","M","15","R","163","24","166","1","Car","5","0.31","29","Gymnastics","706","590","772","763","139","190",
"OZ","New South Wales","M","12","R","159","26","155","1","Car","2","0.28","49","Rugby Union","947","988","1000","1000","1000","1000",
"USA","FL","M","17","B","181","28","195","2","Car","22","0.66","70","Football (American)","900","900","200","400","900","950",
"NZ","Wellington","M","13","R","158","22","158","3","Car","15","0.456","0","Other activities/sports","1000","","750","","","",
"CA","Ontario","M","13","R","160","28","160","2","Walk","2","0.252","41","Hockey (Ice)","364","198","749","754","1000","1000",
"CA","Ontario","F","14","R","154","22","157","1","Walk","5","0.453","51","Gymnastics","626","540","524","390","353","353",
"CA","British Columbia","M","15","R","165","28","164","1","Car","25","0.442","76","Athletics","727","160","1000","1000","1000","1000",
"OZ","Western OZ","F","10","R","150","20","150","1","Walk","2","0","52","Netball","1000","1000","1000","1000","598","592",
"OZ","Victoria","F","12","R","155","22","154","1","Bus","25","0.37","52","Gymnastics","503","521","344","314","1000","1000",
"CA","Ontario","M","11","R","146","25","140","1","Cycle","10","0.343","38","Golf","1000","1000","1000","1000","1000","508",
"CA","Quebec","M","13","R","150","22","152","1","Bus","15","0.405","50","Hockey (Ice)","1000","1000","1000","1000","1000","1000",
"OZ","New South Wales","F","11","R","148","23","142","3","Car","3","0.4","38","Basketball","740","764","876","775","403","568",
"UK","East Midlands","M","14","R","160","25","155","1","Walk","20","0","56","Football/Soccer","500","560","591","628","297","584",
"OZ","Victoria","F","10","L","155","24","142","1","Car","10","0.48","59","Netball","1000","1000","1000","1000","373","356",
"UK","Home Counties","F","13","R","164","25","128","3","Walk","40","0.64","32","Dancing","381","340","500","524","765","1000",
"CA","Ontario","F","14","R","164","20","175","2","Car","6","0.281","65","Football/Soccer","1000","1000","1000","877","604","604",
"NZ","Bay of Plenty","F","14","R","169","24","176","1","Car","5","0.344","0","Football/Soccer","500","","500","","","",
"OZ","OZn Capitol Territory","M","11","R","151","24","140","5","Car","3","0.37","46","Walking/Hiking","202","125","480","545","722","474",
"OZ","New South Wales","F","15","R","185","26","181","2","Bus","20","0.37","22","Netball","527","533","805","409","462","610",
